id_img,label,path,predicted_label
14376,surprise,14376,angry
1438,surprise,1438,sad
14381,surprise,14381,sad
14421,surprise,14421,angry
14438,surprise,14438,angry
14498,surprise,14498,angry
14557,surprise,14557,angry
1460,surprise,1460,fear
14706,surprise,14706,angry
1477,surprise,1477,angry
14775,surprise,14775,angry
14821,surprise,14821,angry
14831,surprise,14831,angry
14870,surprise,14870,angry
14945,surprise,14945,neutral
15074,surprise,15074,angry
1508,surprise,1508,angry
15138,surprise,15138,angry
15172,surprise,15172,angry
15190,surprise,15190,sad
15194,surprise,15194,angry
15217,surprise,15217,sad
15222,surprise,15222,angry
15295,surprise,15295,sad
15474,surprise,15474,angry
15500,surprise,15500,angry
15502,surprise,15502,angry
1555,surprise,1555,angry
15562,surprise,15562,angry
15637,surprise,15637,angry
15644,surprise,15644,fear
15654,surprise,15654,angry
15699,surprise,15699,angry
157,surprise,157,fear
15709,surprise,15709,angry
15712,surprise,15712,angry
15715,surprise,15715,angry
15725,surprise,15725,neutral
1575,surprise,1575,disgust
15771,surprise,15771,angry
1582,surprise,1582,angry
15820,surprise,15820,sad
15821,surprise,15821,sad
15835,surprise,15835,angry
1584,surprise,1584,sad
15848,surprise,15848,angry
15897,surprise,15897,angry
15919,surprise,15919,angry
15941,surprise,15941,angry
15954,surprise,15954,angry
15979,surprise,15979,angry
16033,surprise,16033,sad
16102,surprise,16102,happy
16169,surprise,16169,angry
16222,surprise,16222,sad
16233,surprise,16233,angry
16287,surprise,16287,angry
16292,surprise,16292,angry
16380,surprise,16380,angry
16406,surprise,16406,angry
16410,surprise,16410,angry
16413,surprise,16413,neutral
16428,surprise,16428,sad
16506,surprise,16506,surprise
16510,surprise,16510,fear
16557,surprise,16557,neutral
16565,surprise,16565,sad
16643,surprise,16643,angry
16659,surprise,16659,angry
16681,surprise,16681,angry
16711,surprise,16711,angry
1672,surprise,1672,disgust
16764,surprise,16764,angry
16768,surprise,16768,angry
16783,surprise,16783,neutral
16792,surprise,16792,angry
16875,surprise,16875,fear
16999,surprise,16999,angry
17024,surprise,17024,angry
17053,surprise,17053,sad
17085,surprise,17085,neutral
17099,surprise,17099,surprise
17167,surprise,17167,angry
1717,surprise,1717,angry
17170,surprise,17170,neutral
17186,surprise,17186,angry
17209,surprise,17209,angry
17211,surprise,17211,angry
17228,surprise,17228,happy
17259,surprise,17259,angry
17316,surprise,17316,angry
17344,surprise,17344,angry
1736,surprise,1736,angry
17371,surprise,17371,neutral
17413,surprise,17413,neutral
17428,surprise,17428,sad
17445,surprise,17445,sad
17452,surprise,17452,neutral
17502,surprise,17502,angry
17536,surprise,17536,angry
17647,surprise,17647,angry
17700,surprise,17700,angry
17705,surprise,17705,angry
17731,surprise,17731,angry
17735,surprise,17735,angry
17736,surprise,17736,angry
17752,surprise,17752,sad
17787,surprise,17787,sad
17910,surprise,17910,angry
17939,surprise,17939,angry
18001,surprise,18001,sad
18050,surprise,18050,angry
18140,surprise,18140,angry
18142,surprise,18142,angry
18161,surprise,18161,fear
18166,surprise,18166,surprise
18183,surprise,18183,angry
18200,surprise,18200,angry
18247,surprise,18247,sad
1825,surprise,1825,angry
18254,surprise,18254,sad
18284,surprise,18284,angry
18376,surprise,18376,angry
18380,surprise,18380,happy
1841,surprise,1841,angry
18415,surprise,18415,disgust
18445,surprise,18445,angry
18459,surprise,18459,angry
18466,surprise,18466,angry
18492,surprise,18492,sad
18534,surprise,18534,neutral
18565,surprise,18565,angry
18566,surprise,18566,sad
18588,surprise,18588,fear
18593,surprise,18593,angry
18602,surprise,18602,angry
18617,surprise,18617,angry
18633,surprise,18633,angry
18695,surprise,18695,fear
18715,surprise,18715,angry
18779,surprise,18779,angry
1880,surprise,1880,sad
18810,surprise,18810,angry
18837,surprise,18837,neutral
18882,surprise,18882,angry
18903,surprise,18903,neutral
18949,surprise,18949,neutral
18983,surprise,18983,angry
1899,surprise,1899,neutral
18994,surprise,18994,angry
19014,surprise,19014,sad
19060,surprise,19060,disgust
19067,surprise,19067,sad
1908,surprise,1908,fear
19093,surprise,19093,sad
19108,surprise,19108,angry
19114,surprise,19114,angry
19115,surprise,19115,angry
19140,surprise,19140,sad
19152,surprise,19152,angry
19268,surprise,19268,angry
19292,surprise,19292,angry
19309,surprise,19309,sad
19392,surprise,19392,sad
19476,surprise,19476,angry
19477,surprise,19477,sad
19485,surprise,19485,sad
1966,surprise,1966,angry
19664,surprise,19664,happy
19732,surprise,19732,angry
19811,surprise,19811,angry
1983,surprise,1983,angry
19832,surprise,19832,angry
19877,surprise,19877,angry
19906,surprise,19906,angry
19923,surprise,19923,angry
1994,surprise,1994,angry
19950,surprise,19950,neutral
19961,surprise,19961,fear
2006,surprise,2006,sad
20222,surprise,20222,angry
20227,surprise,20227,angry
20287,surprise,20287,surprise
20290,surprise,20290,angry
20298,surprise,20298,angry
20303,surprise,20303,angry
20312,surprise,20312,sad
20328,surprise,20328,angry
20353,surprise,20353,angry
20374,surprise,20374,disgust
20451,surprise,20451,neutral
2050,surprise,2050,angry
20505,surprise,20505,angry
20532,surprise,20532,angry
2055,surprise,2055,angry
20629,surprise,20629,angry
20630,surprise,20630,fear
20635,surprise,20635,angry
20640,surprise,20640,angry
20653,surprise,20653,angry
20673,surprise,20673,angry
20686,surprise,20686,angry
20736,surprise,20736,angry
20739,surprise,20739,angry
20796,surprise,20796,angry
20817,surprise,20817,happy
20849,surprise,20849,neutral
21068,surprise,21068,happy
21099,surprise,21099,neutral
21111,surprise,21111,angry
21131,surprise,21131,neutral
21135,surprise,21135,neutral
21161,surprise,21161,angry
2117,surprise,2117,angry
21173,surprise,21173,fear
21284,surprise,21284,sad
21371,surprise,21371,sad
21374,surprise,21374,angry
2142,surprise,2142,angry
21447,surprise,21447,angry
21472,surprise,21472,disgust
21511,surprise,21511,angry
21512,surprise,21512,angry
21520,surprise,21520,angry
21541,surprise,21541,neutral
21573,surprise,21573,sad
21670,surprise,21670,sad
21703,surprise,21703,angry
21723,surprise,21723,angry
21782,surprise,21782,angry
21836,surprise,21836,neutral
21865,surprise,21865,angry
21916,surprise,21916,angry
21921,surprise,21921,sad
21922,surprise,21922,neutral
2194,surprise,2194,sad
22089,surprise,22089,angry
22183,surprise,22183,fear
22184,surprise,22184,angry
22198,surprise,22198,angry
2225,surprise,2225,sad
22309,surprise,22309,neutral
22334,surprise,22334,sad
22375,surprise,22375,happy
22516,surprise,22516,angry
22695,surprise,22695,angry
22733,surprise,22733,angry
22739,surprise,22739,sad
22789,surprise,22789,angry
22807,surprise,22807,fear
22810,surprise,22810,angry
22832,surprise,22832,angry
2290,surprise,2290,angry
22990,surprise,22990,angry
23,surprise,23,happy
23008,surprise,23008,angry
23041,surprise,23041,sad
23059,surprise,23059,angry
23085,surprise,23085,angry
23164,surprise,23164,angry
23194,surprise,23194,angry
23215,surprise,23215,neutral
23230,surprise,23230,angry
23246,surprise,23246,angry
23327,surprise,23327,happy
23404,surprise,23404,happy
23468,surprise,23468,angry
23473,surprise,23473,angry
23488,surprise,23488,angry
23521,surprise,23521,angry
23532,surprise,23532,angry
23749,surprise,23749,neutral
23780,surprise,23780,angry
23783,surprise,23783,angry
23814,surprise,23814,angry
23847,surprise,23847,angry
23886,surprise,23886,angry
24067,surprise,24067,angry
2407,surprise,2407,angry
24071,surprise,24071,angry
24176,surprise,24176,fear
24184,surprise,24184,angry
24252,surprise,24252,sad
24378,surprise,24378,sad
24412,surprise,24412,angry
24428,surprise,24428,angry
24435,surprise,24435,angry
24437,surprise,24437,sad
24441,surprise,24441,happy
24466,surprise,24466,angry
24490,surprise,24490,disgust
245,surprise,245,angry
24501,surprise,24501,sad
24542,surprise,24542,angry
24660,surprise,24660,neutral
24678,surprise,24678,angry
24711,surprise,24711,sad
24789,surprise,24789,angry
24797,surprise,24797,angry
24819,surprise,24819,angry
24821,surprise,24821,sad
2484,surprise,2484,angry
2486,surprise,2486,angry
2487,surprise,2487,angry
24886,surprise,24886,sad
249,surprise,249,sad
24959,surprise,24959,angry
24967,surprise,24967,happy
2498,surprise,2498,angry
24992,surprise,24992,angry
25082,surprise,25082,angry
25088,surprise,25088,angry
251,surprise,251,angry
25101,surprise,25101,angry
2511,surprise,2511,angry
25131,surprise,25131,angry
25144,surprise,25144,angry
25209,surprise,25209,angry
25255,surprise,25255,angry
25343,surprise,25343,sad
25360,surprise,25360,neutral
25435,surprise,25435,angry
25528,surprise,25528,angry
25542,surprise,25542,happy
2557,surprise,2557,angry
2558,surprise,2558,fear
25612,surprise,25612,angry
25681,surprise,25681,neutral
25688,surprise,25688,sad
25778,surprise,25778,angry
25795,surprise,25795,neutral
2581,surprise,2581,neutral
25811,surprise,25811,angry
25813,surprise,25813,angry
25844,surprise,25844,sad
25874,surprise,25874,angry
25876,surprise,25876,angry
25886,surprise,25886,angry
25891,surprise,25891,angry
259,surprise,259,happy
25944,surprise,25944,angry
25973,surprise,25973,neutral
26025,surprise,26025,neutral
26038,surprise,26038,angry
26059,surprise,26059,angry
26121,surprise,26121,angry
26124,surprise,26124,neutral
26137,surprise,26137,angry
26163,surprise,26163,angry
26175,surprise,26175,neutral
26177,surprise,26177,angry
26181,surprise,26181,angry
26185,surprise,26185,angry
26248,surprise,26248,sad
26264,surprise,26264,angry
26267,surprise,26267,angry
26337,surprise,26337,angry
26344,surprise,26344,angry
26437,surprise,26437,angry
26446,surprise,26446,angry
26462,surprise,26462,sad
26572,surprise,26572,angry
26597,surprise,26597,angry
26618,surprise,26618,fear
26620,surprise,26620,angry
2668,surprise,2668,angry
26725,surprise,26725,fear
26789,surprise,26789,sad
26845,surprise,26845,angry
26860,surprise,26860,happy
26886,surprise,26886,angry
26899,surprise,26899,angry
26900,surprise,26900,angry
26919,surprise,26919,angry
26928,surprise,26928,angry
26956,surprise,26956,angry
27016,surprise,27016,angry
27022,surprise,27022,angry
27054,surprise,27054,angry
2709,surprise,2709,neutral
2712,surprise,2712,angry
27284,surprise,27284,angry
27296,surprise,27296,angry
27385,surprise,27385,angry
27413,surprise,27413,angry
27464,surprise,27464,angry
27483,surprise,27483,angry
27544,surprise,27544,angry
2762,surprise,2762,angry
27652,surprise,27652,angry
2770,surprise,2770,angry
27704,surprise,27704,angry
27715,surprise,27715,angry
27726,surprise,27726,neutral
27744,surprise,27744,sad
27770,surprise,27770,neutral
27777,surprise,27777,happy
27798,surprise,27798,angry
27828,surprise,27828,angry
2791,surprise,2791,angry
27967,surprise,27967,angry
27982,surprise,27982,angry
28015,surprise,28015,sad
28058,surprise,28058,angry
28062,surprise,28062,angry
28120,surprise,28120,angry
28144,surprise,28144,angry
28148,surprise,28148,sad
28149,surprise,28149,neutral
28207,surprise,28207,angry
28248,surprise,28248,angry
28288,surprise,28288,angry
28300,surprise,28300,angry
28401,surprise,28401,angry
28438,surprise,28438,fear
28498,surprise,28498,sad
28509,surprise,28509,angry
28543,surprise,28543,angry
28547,surprise,28547,angry
28560,surprise,28560,angry
28585,surprise,28585,angry
28614,surprise,28614,angry
28618,surprise,28618,angry
28620,surprise,28620,angry
28660,surprise,28660,angry
28707,surprise,28707,sad
28720,surprise,28720,angry
28731,surprise,28731,sad
28737,surprise,28737,angry
28743,surprise,28743,angry
28749,surprise,28749,angry
28800,surprise,28800,angry
28840,surprise,28840,neutral
28867,surprise,28867,fear
28884,surprise,28884,sad
2890,surprise,2890,sad
28932,surprise,28932,sad
28952,surprise,28952,angry
29085,surprise,29085,angry
29119,surprise,29119,angry
29132,surprise,29132,happy
29202,surprise,29202,happy
29266,surprise,29266,angry
29319,surprise,29319,angry
2933,surprise,2933,disgust
29414,surprise,29414,sad
29471,surprise,29471,angry
29477,surprise,29477,sad
29493,surprise,29493,angry
29523,surprise,29523,angry
29527,surprise,29527,sad
29554,surprise,29554,angry
29571,surprise,29571,angry
29581,surprise,29581,angry
29588,surprise,29588,angry
29614,surprise,29614,happy
29669,surprise,29669,fear
29685,surprise,29685,sad
29730,surprise,29730,angry
298,surprise,298,sad
29818,surprise,29818,fear
29866,surprise,29866,happy
29929,surprise,29929,sad
29931,surprise,29931,angry
29947,surprise,29947,angry
29977,surprise,29977,neutral
29980,surprise,29980,angry
30002,surprise,30002,angry
30004,surprise,30004,angry
30015,surprise,30015,neutral
30024,surprise,30024,angry
30058,surprise,30058,angry
30059,surprise,30059,neutral
30082,surprise,30082,angry
30085,surprise,30085,angry
30171,surprise,30171,angry
3021,surprise,3021,angry
30260,surprise,30260,sad
30273,surprise,30273,sad
30290,surprise,30290,neutral
30305,surprise,30305,angry
30320,surprise,30320,angry
30325,surprise,30325,happy
30394,surprise,30394,angry
30415,surprise,30415,neutral
30420,surprise,30420,angry
30456,surprise,30456,fear
30458,surprise,30458,disgust
30460,surprise,30460,angry
30490,surprise,30490,neutral
30509,surprise,30509,angry
30535,surprise,30535,angry
30563,surprise,30563,angry
30584,surprise,30584,happy
30619,surprise,30619,happy
30901,surprise,30901,angry
30933,surprise,30933,sad
30944,surprise,30944,sad
3099,surprise,3099,neutral
31033,surprise,31033,angry
31042,surprise,31042,angry
31081,surprise,31081,sad
31083,surprise,31083,sad
31138,surprise,31138,angry
31142,surprise,31142,angry
31203,surprise,31203,angry
3121,surprise,3121,disgust
3137,surprise,3137,angry
31491,surprise,31491,angry
31529,surprise,31529,angry
31544,surprise,31544,sad
31609,surprise,31609,angry
31635,surprise,31635,angry
31693,surprise,31693,sad
31703,surprise,31703,angry
3176,surprise,3176,neutral
31849,surprise,31849,angry
3186,surprise,3186,angry
31873,surprise,31873,angry
3188,surprise,3188,disgust
31928,surprise,31928,happy
32023,surprise,32023,angry
32024,surprise,32024,angry
32153,surprise,32153,fear
32161,surprise,32161,angry
32223,surprise,32223,angry
32231,surprise,32231,angry
3226,surprise,3226,angry
32278,surprise,32278,angry
32281,surprise,32281,angry
32298,surprise,32298,angry
32336,surprise,32336,angry
32352,surprise,32352,angry
32367,surprise,32367,sad
32454,surprise,32454,angry
32464,surprise,32464,sad
32473,surprise,32473,angry
3248,surprise,3248,angry
32481,surprise,32481,angry
32506,surprise,32506,neutral
32512,surprise,32512,angry
32575,surprise,32575,neutral
32584,surprise,32584,angry
32617,surprise,32617,sad
32662,surprise,32662,disgust
32755,surprise,32755,angry
32777,surprise,32777,angry
33015,surprise,33015,fear
3303,surprise,3303,angry
33105,surprise,33105,angry
33131,surprise,33131,angry
33221,surprise,33221,angry
3327,surprise,3327,sad
33301,surprise,33301,angry
33308,surprise,33308,angry
3334,surprise,3334,angry
33352,surprise,33352,angry
33444,surprise,33444,sad
33450,surprise,33450,happy
33459,surprise,33459,angry
33494,surprise,33494,angry
33560,surprise,33560,neutral
33573,surprise,33573,angry
33633,surprise,33633,angry
33666,surprise,33666,angry
3370,surprise,3370,angry
33729,surprise,33729,angry
3377,surprise,3377,angry
338,surprise,338,sad
33809,surprise,33809,angry
33829,surprise,33829,angry
33890,surprise,33890,angry
33924,surprise,33924,angry
33926,surprise,33926,angry
3393,surprise,3393,fear
33935,surprise,33935,surprise
33977,surprise,33977,angry
33987,surprise,33987,disgust
33998,surprise,33998,angry
34036,surprise,34036,angry
34040,surprise,34040,sad
3412,surprise,3412,angry
34138,surprise,34138,angry
34151,surprise,34151,angry
34175,surprise,34175,angry
34178,surprise,34178,angry
34184,surprise,34184,angry
34238,surprise,34238,angry
34259,surprise,34259,sad
34352,surprise,34352,fear
34359,surprise,34359,angry
34363,surprise,34363,sad
34448,surprise,34448,sad
34474,surprise,34474,angry
3449,surprise,3449,neutral
34507,surprise,34507,angry
34581,surprise,34581,neutral
34592,surprise,34592,angry
34596,surprise,34596,angry
34620,surprise,34620,angry
3467,surprise,3467,angry
34714,surprise,34714,angry
34778,surprise,34778,angry
34879,surprise,34879,surprise
35009,surprise,35009,angry
35010,surprise,35010,angry
35028,surprise,35028,neutral
35041,surprise,35041,angry
35059,surprise,35059,angry
35145,surprise,35145,angry
35149,surprise,35149,angry
35162,surprise,35162,angry
35210,surprise,35210,angry
3522,surprise,3522,sad
35261,surprise,35261,angry
35298,surprise,35298,angry
35407,surprise,35407,neutral
35425,surprise,35425,angry
35439,surprise,35439,angry
35447,surprise,35447,fear
35514,surprise,35514,angry
3558,surprise,3558,angry
3564,surprise,3564,angry
35669,surprise,35669,sad
35681,surprise,35681,angry
35682,surprise,35682,angry
35731,surprise,35731,neutral
35753,surprise,35753,surprise
35805,surprise,35805,angry
35809,surprise,35809,neutral
35820,surprise,35820,angry
35828,surprise,35828,angry
35881,surprise,35881,angry
35884,surprise,35884,angry
3599,surprise,3599,angry
3632,surprise,3632,angry
377,surprise,377,sad
38,surprise,38,angry
3802,surprise,3802,angry
3819,surprise,3819,fear
3839,surprise,3839,sad
3862,surprise,3862,sad
3870,surprise,3870,neutral
3913,surprise,3913,happy
4015,surprise,4015,angry
404,surprise,404,sad
4060,surprise,4060,angry
4077,surprise,4077,angry
4100,surprise,4100,happy
4196,surprise,4196,sad
4229,surprise,4229,happy
4306,surprise,4306,angry
4317,surprise,4317,fear
4324,surprise,4324,angry
4349,surprise,4349,angry
4384,surprise,4384,angry
4396,surprise,4396,angry
4397,surprise,4397,sad
4459,surprise,4459,sad
4468,surprise,4468,angry
4502,surprise,4502,angry
4579,surprise,4579,angry
4616,surprise,4616,angry
4637,surprise,4637,angry
4660,surprise,4660,neutral
4665,surprise,4665,angry
4670,surprise,4670,neutral
4700,surprise,4700,neutral
4751,surprise,4751,surprise
4807,surprise,4807,angry
4878,surprise,4878,angry
4937,surprise,4937,sad
5010,surprise,5010,angry
5060,surprise,5060,angry
5064,surprise,5064,sad
521,surprise,521,angry
5220,surprise,5220,angry
5233,surprise,5233,angry
5244,surprise,5244,neutral
5259,surprise,5259,sad
5312,surprise,5312,sad
5317,surprise,5317,angry
5400,surprise,5400,angry
5422,surprise,5422,sad
5432,surprise,5432,angry
5434,surprise,5434,angry
5459,surprise,5459,angry
5519,surprise,5519,angry
5564,surprise,5564,angry
5570,surprise,5570,angry
5582,surprise,5582,neutral
5607,surprise,5607,sad
5610,surprise,5610,neutral
5637,surprise,5637,happy
5732,surprise,5732,angry
5739,surprise,5739,sad
5780,surprise,5780,angry
5810,surprise,5810,angry
5822,surprise,5822,angry
5859,surprise,5859,sad
5883,surprise,5883,angry
5888,surprise,5888,sad
589,surprise,589,happy
5902,surprise,5902,fear
5962,surprise,5962,angry
6009,surprise,6009,angry
6017,surprise,6017,angry
6075,surprise,6075,angry
608,surprise,608,sad
6088,surprise,6088,angry
6119,surprise,6119,angry
6129,surprise,6129,angry
6155,surprise,6155,angry
6225,surprise,6225,angry
6232,surprise,6232,angry
624,surprise,624,angry
6274,surprise,6274,angry
6278,surprise,6278,angry
6283,surprise,6283,angry
6321,surprise,6321,sad
633,surprise,633,happy
6347,surprise,6347,angry
6364,surprise,6364,angry
6365,surprise,6365,angry
6375,surprise,6375,angry
6390,surprise,6390,fear
6420,surprise,6420,angry
6426,surprise,6426,sad
6471,surprise,6471,angry
6484,surprise,6484,angry
65,surprise,65,angry
654,surprise,654,neutral
6547,surprise,6547,angry
6555,surprise,6555,neutral
6561,surprise,6561,angry
6566,surprise,6566,happy
6580,surprise,6580,angry
6581,surprise,6581,angry
6584,surprise,6584,fear
6618,surprise,6618,angry
6621,surprise,6621,angry
665,surprise,665,angry
6652,surprise,6652,fear
6726,surprise,6726,angry
6739,surprise,6739,angry
6745,surprise,6745,sad
676,surprise,676,sad
6766,surprise,6766,sad
6809,surprise,6809,sad
6890,surprise,6890,sad
6923,surprise,6923,angry
6955,surprise,6955,angry
6965,surprise,6965,angry
7015,surprise,7015,angry
7056,surprise,7056,angry
7103,surprise,7103,angry
7136,surprise,7136,happy
7174,surprise,7174,angry
7219,surprise,7219,angry
7257,surprise,7257,angry
7261,surprise,7261,sad
727,surprise,727,angry
7284,surprise,7284,angry
7291,surprise,7291,angry
7409,surprise,7409,neutral
7492,surprise,7492,disgust
7550,surprise,7550,happy
7559,surprise,7559,sad
7589,surprise,7589,happy
764,surprise,764,neutral
7655,surprise,7655,fear
7668,surprise,7668,angry
7729,surprise,7729,angry
7777,surprise,7777,angry
7793,surprise,7793,neutral
7811,surprise,7811,sad
7886,surprise,7886,neutral
7919,surprise,7919,sad
7937,surprise,7937,angry
7979,surprise,7979,happy
8000,surprise,8000,angry
8001,surprise,8001,angry
8052,surprise,8052,angry
8096,surprise,8096,angry
8103,surprise,8103,neutral
8130,surprise,8130,angry
8151,surprise,8151,angry
816,surprise,816,angry
8267,surprise,8267,neutral
8275,surprise,8275,angry
8299,surprise,8299,angry
8402,surprise,8402,neutral
842,surprise,842,angry
854,surprise,854,angry
8555,surprise,8555,fear
8581,surprise,8581,surprise
8593,surprise,8593,sad
861,surprise,861,angry
8661,surprise,8661,fear
8685,surprise,8685,angry
8719,surprise,8719,angry
8734,surprise,8734,angry
8902,surprise,8902,angry
8916,surprise,8916,sad
8969,surprise,8969,angry
9012,surprise,9012,angry
9059,surprise,9059,sad
9100,surprise,9100,angry
9156,surprise,9156,angry
9266,surprise,9266,angry
9293,surprise,9293,angry
9331,surprise,9331,angry
9400,surprise,9400,fear
9567,surprise,9567,sad
9615,surprise,9615,angry
966,surprise,966,angry
9691,surprise,9691,neutral
9698,surprise,9698,neutral
9715,surprise,9715,angry
9748,surprise,9748,angry
9785,surprise,9785,angry
9802,surprise,9802,neutral
9811,surprise,9811,neutral
9862,surprise,9862,angry
9884,surprise,9884,angry
9931,surprise,9931,angry
10053,surprise,10053,disgust
10435,surprise,10435,disgust
10532,surprise,10532,angry
1115,surprise,1115,angry
11222,surprise,11222,disgust
11529,surprise,11529,disgust
11639,surprise,11639,disgust
12417,surprise,12417,disgust
12753,surprise,12753,disgust
13372,surprise,13372,angry
13597,surprise,13597,angry
13652,surprise,13652,disgust
13847,surprise,13847,disgust
14041,surprise,14041,sad
14869,surprise,14869,disgust
14954,surprise,14954,disgust
14958,surprise,14958,disgust
15110,surprise,15110,disgust
16021,surprise,16021,angry
16054,surprise,16054,disgust
16121,surprise,16121,disgust
16264,surprise,16264,disgust
16718,surprise,16718,disgust
17260,surprise,17260,sad
18077,surprise,18077,neutral
1843,surprise,1843,disgust
18464,surprise,18464,disgust
18716,surprise,18716,angry
19649,surprise,19649,disgust
19734,surprise,19734,disgust
19770,surprise,19770,angry
19801,surprise,19801,disgust
19831,surprise,19831,angry
20761,surprise,20761,neutral
21744,surprise,21744,disgust
21765,surprise,21765,disgust
21851,surprise,21851,disgust
22320,surprise,22320,disgust
2275,surprise,2275,disgust
23141,surprise,23141,disgust
23153,surprise,23153,sad
23665,surprise,23665,angry
23876,surprise,23876,surprise
24578,surprise,24578,angry
25267,surprise,25267,angry
25538,surprise,25538,disgust
25541,surprise,25541,sad
26859,surprise,26859,disgust
2732,surprise,2732,sad
2742,surprise,2742,angry
28332,surprise,28332,angry
28390,surprise,28390,angry
28710,surprise,28710,disgust
28987,surprise,28987,fear
29158,surprise,29158,disgust
29269,surprise,29269,disgust
30347,surprise,30347,angry
30428,surprise,30428,disgust
30499,surprise,30499,disgust
30601,surprise,30601,angry
30719,surprise,30719,disgust
30761,surprise,30761,disgust
30907,surprise,30907,angry
3101,surprise,3101,disgust
31232,surprise,31232,angry
31323,surprise,31323,sad
31796,surprise,31796,angry
31828,surprise,31828,disgust
32487,surprise,32487,fear
32681,surprise,32681,disgust
33209,surprise,33209,angry
33284,surprise,33284,disgust
33561,surprise,33561,disgust
33670,surprise,33670,disgust
33995,surprise,33995,disgust
34022,surprise,34022,angry
34432,surprise,34432,disgust
34505,surprise,34505,angry
34519,surprise,34519,angry
3521,surprise,3521,surprise
35376,surprise,35376,disgust
35580,surprise,35580,disgust
3690,surprise,3690,disgust
3778,surprise,3778,disgust
4002,surprise,4002,angry
4004,surprise,4004,disgust
4265,surprise,4265,fear
4312,surprise,4312,neutral
4481,surprise,4481,angry
4737,surprise,4737,disgust
5085,surprise,5085,angry
533,surprise,533,disgust
573,surprise,573,disgust
6231,surprise,6231,disgust
6926,surprise,6926,disgust
7068,surprise,7068,disgust
7192,surprise,7192,disgust
7405,surprise,7405,angry
7455,surprise,7455,disgust
7592,surprise,7592,disgust
7835,surprise,7835,disgust
807,surprise,807,neutral
8415,surprise,8415,fear
8585,surprise,8585,disgust
8726,surprise,8726,disgust
