id_img,predicted_label
28148,sad
28149,neutral
28207,angry
28248,angry
28288,angry
28300,angry
28401,angry
28438,fear
28498,sad
28509,angry
28543,angry
28547,angry
28560,angry
28585,angry
28614,angry
28618,angry
28620,angry
28660,angry
28707,sad
28720,angry
28731,sad
28737,angry
28743,angry
28749,angry
28800,angry
28840,neutral
28867,fear
28884,sad
2890,sad
28932,sad
28952,angry
29085,angry
29119,angry
29132,happy
29202,happy
29266,angry
29319,angry
2933,disgust
29414,sad
29471,angry
29477,sad
29493,angry
29523,angry
29527,sad
29554,angry
29571,angry
29581,angry
29588,angry
29614,happy
29669,fear
29685,sad
29730,angry
298,sad
29818,fear
29866,happy
29929,sad
29931,angry
29947,angry
29977,neutral
29980,angry
30002,angry
30004,angry
30015,neutral
30024,angry
30058,angry
30059,neutral
30082,angry
30085,angry
30171,angry
3021,angry
30260,sad
30273,sad
30290,neutral
30305,angry
30320,angry
30325,happy
30394,angry
30415,neutral
30420,angry
30456,fear
30458,disgust
30460,angry
30490,neutral
30509,angry
30535,angry
30563,angry
30584,happy
30619,happy
30901,angry
30933,sad
30944,sad
3099,neutral
31033,angry
31042,angry
31081,sad
31083,sad
31138,angry
31142,angry
31203,angry
3121,disgust
3137,angry
31491,angry
31529,angry
31544,sad
31609,angry
31635,angry
31693,sad
31703,angry
3176,neutral
31849,angry
3186,angry
31873,angry
3188,disgust
31928,happy
32023,angry
32024,angry
32153,fear
32161,angry
32223,angry
32231,angry
3226,angry
32278,angry
32281,angry
32298,angry
32336,angry
32352,angry
32367,sad
32454,angry
32464,sad
32473,angry
3248,angry
32481,angry
32506,neutral
32512,angry
32575,neutral
32584,angry
32617,sad
32662,disgust
32755,angry
32777,angry
33015,fear
3303,angry
33105,angry
33131,angry
33221,angry
3327,sad
33301,angry
33308,angry
3334,angry
33352,angry
33444,sad
33450,happy
33459,angry
33494,angry
33560,neutral
33573,angry
33633,angry
33666,angry
3370,angry
33729,angry
3377,angry
338,sad
33809,angry
33829,angry
33890,angry
33924,angry
33926,angry
3393,fear
33935,surprise
33977,angry
33987,disgust
33998,angry
34036,angry
34040,sad
3412,angry
34138,angry
34151,angry
34175,angry
34178,angry
34184,angry
34238,angry
34259,sad
34352,fear
34359,angry
34363,sad
34448,sad
34474,angry
3449,neutral
34507,angry
34581,neutral
34592,angry
34596,angry
34620,angry
3467,angry
34714,angry
34778,angry
34879,surprise
35009,angry
35010,angry
35028,neutral
35041,angry
35059,angry
35145,angry
35149,angry
35162,angry
35210,angry
3522,sad
35261,angry
35298,angry
35407,neutral
35425,angry
35439,angry
35447,fear
35514,angry
3558,angry
3564,angry
35669,sad
35681,angry
35682,angry
35731,neutral
35753,surprise
35805,angry
35809,neutral
35820,angry
35828,angry
35881,angry
35884,angry
3599,angry
3632,angry
377,sad
38,angry
3802,angry
3819,fear
3839,sad
3862,sad
3870,neutral
3913,happy
4015,angry
404,sad
4060,angry
4077,angry
4100,happy
4196,sad
4229,happy
4306,angry
4317,fear
4324,angry
4349,angry
4384,angry
4396,angry
4397,sad
4459,sad
4468,angry
4502,angry
4579,angry
4616,angry
4637,angry
4660,neutral
4665,angry
4670,neutral
4700,neutral
4751,surprise
4807,angry
4878,angry
4937,sad
5010,angry
5060,angry
5064,sad
521,angry
5220,angry
5233,angry
5244,neutral
5259,sad
5312,sad
5317,angry
5400,angry
5422,sad
5432,angry
5434,angry
5459,angry
5519,angry
5564,angry
5570,angry
5582,neutral
5607,sad
5610,neutral
5637,happy
5732,angry
5739,sad
5780,angry
5810,angry
5822,angry
5859,sad
5883,angry
5888,sad
589,happy
5902,fear
5962,angry
6009,angry
6017,angry
6075,angry
608,sad
6088,angry
6119,angry
6129,angry
6155,angry
6225,angry
6232,angry
624,angry
6274,angry
6278,angry
6283,angry
6321,sad
633,happy
6347,angry
6364,angry
6365,angry
6375,angry
6390,fear
6420,angry
6426,sad
6471,angry
6484,angry
65,angry
654,neutral
6547,angry
6555,neutral
6561,angry
6566,happy
6580,angry
6581,angry
6584,fear
6618,angry
6621,angry
665,angry
6652,fear
6726,angry
6739,angry
6745,sad
676,sad
6766,sad
6809,sad
6890,sad
6923,angry
6955,angry
6965,angry
7015,angry
7056,angry
7103,angry
7136,happy
7174,angry
7219,angry
7257,angry
7261,sad
727,angry
7284,angry
7291,angry
7409,neutral
7492,disgust
7550,happy
7559,sad
7589,happy
764,neutral
7655,fear
7668,angry
7729,angry
7777,angry
7793,neutral
7811,sad
7886,neutral
7919,sad
7937,angry
7979,happy
8000,angry
8001,angry
8052,angry
8096,angry
8103,neutral
8130,angry
8151,angry
816,angry
8267,neutral
8275,angry
8299,angry
8402,neutral
842,angry
854,angry
8555,fear
8581,surprise
8593,sad
861,angry
8661,fear
8685,angry
8719,angry
8734,angry
8902,angry
8916,sad
8969,angry
9012,angry
9059,sad
9100,angry
9156,angry
9266,angry
9293,angry
9331,angry
9400,fear
9567,sad
9615,angry
966,angry
9691,neutral
9698,neutral
9715,angry
9748,angry
9785,angry
9802,neutral
9811,neutral
9862,angry
9884,angry
9931,angry
10053,disgust
10435,disgust
10532,angry
1115,angry
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,disgust
13372,angry
13597,angry
13652,disgust
13847,disgust
14041,sad
14869,disgust
14954,disgust
14958,disgust
15110,disgust
16021,angry
16054,disgust
16121,disgust
16264,disgust
16718,disgust
17260,sad
18077,neutral
1843,disgust
18464,disgust
18716,angry
19649,disgust
19734,disgust
19770,angry
19801,disgust
19831,angry
20761,neutral
21744,disgust
21765,disgust
21851,disgust
22320,disgust
2275,disgust
23141,disgust
23153,sad
23665,angry
23876,surprise
24578,angry
25267,angry
25538,disgust
25541,sad
26859,disgust
2732,sad
2742,angry
28332,angry
28390,angry
28710,disgust
28987,fear
29158,disgust
29269,disgust
30347,angry
30428,disgust
30499,disgust
30601,angry
30719,disgust
30761,disgust
30907,angry
3101,disgust
31232,angry
31323,sad
31796,angry
31828,disgust
32487,fear
32681,disgust
33209,angry
33284,disgust
33561,disgust
33670,disgust
33995,disgust
34022,angry
34432,disgust
34505,angry
34519,angry
3521,surprise
35376,disgust
35580,disgust
3690,disgust
3778,disgust
4002,angry
4004,disgust
4265,fear
4312,neutral
4481,angry
4737,disgust
5085,angry
533,disgust
573,disgust
6231,disgust
6926,disgust
7068,disgust
7192,disgust
7405,angry
7455,disgust
7592,disgust
7835,disgust
807,neutral
8415,fear
8585,disgust
8726,disgust
8893,disgust
8948,fear
9043,angry
9297,disgust
9460,disgust
9504,angry
10029,surprise
10043,angry
10044,fear
1008,fear
10099,sad
101,neutral
10189,neutral
10263,angry
10267,fear
10278,angry
10292,angry
10355,fear
10409,happy
10437,sad
10443,sad
10445,sad
10458,neutral
10489,fear
10493,surprise
10534,angry
1075,sad
10758,sad
1079,sad
10797,fear
10832,neutral
10933,fear
10944,happy
10968,neutral
10979,fear
11030,fear
11036,angry
11039,neutral
11054,neutral
11057,neutral
11104,sad
11112,fear
11137,surprise
11143,fear
11146,sad
1116,sad
1128,fear
1133,sad
11353,angry
11360,angry
1137,neutral
11381,fear
11412,fear
11416,fear
11471,fear
11536,sad
1154,neutral
11559,fear
11587,fear
11653,fear
11682,fear
11687,fear
1169,sad
11704,surprise
11706,fear
11727,sad
11729,sad
11747,sad
11754,happy
11774,fear
11816,sad
11855,angry
11904,fear
1193,surprise
11944,fear
11968,angry
11999,sad
12063,angry
12125,sad
12255,fear
12259,happy
12313,fear
12334,angry
12350,surprise
12383,happy
12431,neutral
12440,neutral
12472,neutral
12496,sad
12527,fear
12578,fear
12592,fear
12634,angry
12674,angry
12676,angry
12698,surprise
12712,sad
12737,surprise
12809,sad
12891,fear
12948,fear
12986,fear
12988,sad
13067,neutral
13071,sad
131,fear
13114,sad
13121,fear
13152,fear
13179,sad
13233,fear
1325,neutral
13250,angry
13252,neutral
13301,angry
13306,fear
13308,fear
13310,angry
13362,sad
13394,fear
13405,neutral
1343,angry
13482,fear
13486,sad
13518,sad
13549,surprise
13561,surprise
13585,fear
13587,fear
13593,sad
13596,fear
13638,neutral
13664,fear
1367,fear
13683,neutral
13694,fear
13798,sad
13855,fear
1389,sad
13899,neutral
13913,sad
13921,sad
13928,surprise
13933,fear
13939,fear
13965,angry
13971,fear
1401,fear
14011,fear
14033,fear
14037,neutral
14044,sad
14057,angry
14082,neutral
1410,surprise
14114,angry
14117,fear
14268,fear
1429,fear
14306,sad
1441,sad
14444,neutral
14452,sad
14509,angry
14529,angry
14551,fear
14605,fear
14620,angry
14637,sad
1465,angry
14722,sad
1474,happy
14744,sad
14747,neutral
14786,fear
14789,sad
148,sad
1485,angry
14891,angry
14987,fear
15001,fear
15012,happy
15040,surprise
1506,angry
15088,sad
15134,fear
15191,sad
15198,happy
15260,fear
15268,fear
15279,sad
15280,neutral
1534,fear
15503,happy
15539,neutral
15544,neutral
15578,sad
15615,surprise
15622,angry
15663,sad
15668,fear
15678,angry
1576,fear
15778,fear
15859,angry
15870,angry
15881,fear
15921,fear
15950,angry
15984,angry
1599,angry
15999,disgust
16039,fear
1606,sad
16071,fear
16113,neutral
16134,surprise
16226,sad
16277,fear
16318,fear
16330,angry
16346,fear
16374,fear
16395,neutral
16429,neutral
16440,surprise
16450,happy
16486,fear
16489,fear
16501,angry
16503,sad
16523,sad
16539,sad
1654,fear
16559,happy
1657,disgust
1660,angry
16609,sad
16632,fear
16674,fear
16775,surprise
16788,fear
16802,fear
16811,neutral
16830,angry
16915,sad
16930,angry
16954,sad
16977,happy
16990,sad
17105,neutral
17107,fear
17114,fear
17180,fear
17191,neutral
17213,fear
17217,angry
1722,angry
17236,fear
1727,fear
17314,fear
17334,sad
17369,sad
17449,angry
17479,angry
17503,sad
17550,sad
17558,sad
1756,fear
17587,fear
17631,fear
17668,angry
17685,angry
17707,fear
17710,fear
17762,sad
17816,neutral
17831,happy
17834,sad
17901,fear
17930,fear
17932,sad
17934,surprise
1796,sad
1799,sad
18006,sad
18010,sad
18068,neutral
18073,fear
18104,fear
18106,angry
18108,fear
18117,angry
18148,neutral
18203,sad
18291,neutral
18299,fear
18309,angry
18317,sad
18325,fear
18336,fear
18364,surprise
1838,fear
18404,fear
18513,angry
18517,fear
18523,angry
18527,fear
18542,fear
18569,angry
1857,angry
18574,angry
18641,angry
18713,sad
1873,fear
18753,angry
18757,sad
18763,fear
18905,fear
18908,fear
18911,surprise
18960,fear
18974,angry
18976,neutral
18984,sad
19000,sad
19020,fear
19064,fear
19089,sad
19119,fear
19188,fear
19216,sad
19226,sad
19235,fear
19252,angry
1929,fear
19349,sad
1939,angry
19454,sad
19473,fear
19497,sad
19559,fear
19599,angry
19612,neutral
19644,angry
19682,sad
19740,angry
19754,neutral
19810,angry
19841,fear
1986,fear
19888,fear
19896,angry
19897,angry
19995,fear
200,sad
20037,fear
20058,neutral
20062,happy
20083,fear
20135,sad
20194,fear
20214,sad
20265,happy
20337,neutral
20411,sad
20424,angry
20450,fear
20461,fear
2047,fear
20476,fear
20495,sad
20508,neutral
20526,angry
20579,sad
20598,happy
20617,surprise
20715,fear
20831,neutral
20843,fear
20851,sad
20897,angry
20970,neutral
2098,angry
21,fear
21070,fear
21101,fear
21102,surprise
21227,surprise
21230,fear
21250,fear
21269,angry
21280,surprise
21352,sad
21360,happy
21387,surprise
21420,sad
21464,fear
21499,angry
21500,sad
21556,sad
21559,sad
21598,fear
21615,angry
21654,angry
21686,fear
21697,happy
2178,surprise
21833,fear
21858,fear
21877,sad
21946,surprise
21967,fear
22050,surprise
22074,angry
22102,fear
22130,fear
22166,surprise
2226,fear
22326,surprise
22349,sad
224,fear
22458,angry
22485,sad
22520,fear
22607,surprise
22640,fear
22662,sad
22756,sad
22791,fear
22827,fear
22839,surprise
22840,angry
22917,sad
22944,happy
22988,angry
22997,happy
23038,sad
23083,sad
23100,fear
23126,fear
23142,sad
23184,angry
23192,sad
23209,surprise
23260,fear
23305,sad
23332,neutral
23362,sad
23368,surprise
23389,fear
23403,sad
23427,sad
23447,neutral
23463,fear
23477,angry
23517,fear
23540,fear
23561,fear
23566,fear
2357,angry
23718,fear
23731,sad
23767,fear
23778,sad
2378,fear
23791,fear
2391,fear
24016,sad
24035,sad
24088,fear
24089,fear
24131,surprise
2416,sad
24165,sad
24185,angry
24213,surprise
24220,neutral
2426,surprise
24452,angry
24479,happy
24482,surprise
24539,neutral
24554,angry
24562,surprise
24579,fear
24621,fear
24625,fear
24694,angry
24721,surprise
24753,sad
24763,surprise
24778,sad
24822,sad
24880,sad
24948,fear
24963,angry
24978,sad
24991,sad
25045,sad
25046,fear
25061,angry
25074,fear
25108,angry
25109,sad
25133,sad
25162,angry
25191,angry
25202,angry
25220,happy
25242,fear
25247,sad
25298,fear
25306,fear
25327,angry
25359,angry
25439,happy
25481,sad
25496,sad
25555,fear
25570,fear
25577,sad
25590,sad
25605,fear
25621,fear
25638,sad
25647,fear
25710,fear
258,fear
25820,fear
25914,fear
2592,sad
2593,fear
26082,fear
26091,angry
26097,sad
26131,sad
26210,angry
26250,fear
26275,angry
26283,sad
26363,sad
26377,fear
26385,fear
26394,angry
264,fear
26402,neutral
26409,surprise
2641,fear
26454,fear
26469,surprise
2651,angry
2657,neutral
26582,fear
26726,sad
2681,sad
26842,fear
26895,fear
26916,surprise
26927,angry
26973,fear
26980,sad
270,fear
27006,angry
27077,fear
27094,sad
27098,fear
27103,angry
27145,angry
27300,surprise
27308,neutral
27359,angry
27363,fear
27369,sad
27488,angry
27503,angry
27509,fear
27591,sad
27635,fear
27709,sad
27764,fear
27772,sad
27806,angry
27846,fear
27868,fear
27889,fear
2789,sad
27899,sad
27910,sad
27937,angry
28050,angry
28101,fear
28189,fear
28210,fear
28243,fear
28267,fear
28308,angry
28331,angry
28417,angry
28453,surprise
28503,fear
28515,fear
28548,angry
2858,sad
2860,fear
28627,fear
28701,neutral
28704,surprise
28724,fear
28729,surprise
28734,neutral
28859,sad
29005,fear
29026,fear
29027,fear
29043,angry
2906,angry
29068,angry
29126,sad
29152,fear
29219,angry
2927,sad
29284,fear
29285,angry
29291,fear
29315,angry
29327,sad
29349,surprise
29389,angry
29478,neutral
29528,fear
29536,sad
29603,angry
29629,neutral
29674,angry
297,fear
29701,fear
29709,surprise
29713,sad
29720,happy
29731,angry
29733,sad
29735,sad
29738,neutral
29795,happy
29869,sad
2987,angry
29871,neutral
2988,angry
29892,neutral
29912,sad
29924,sad
29990,fear
3000,happy
30062,neutral
30074,angry
30196,fear
30206,neutral
30237,fear
30253,sad
30316,fear
30333,neutral
3036,sad
30482,fear
30564,sad
3057,sad
30594,fear
30638,neutral
30735,angry
30774,angry
30798,sad
3087,sad
30936,fear
31007,fear
31105,angry
31107,angry
31116,fear
3112,fear
31130,fear
31157,fear
31159,fear
31188,fear
3124,sad
31286,fear
31330,sad
31341,fear
31357,fear
31375,angry
31395,fear
31398,angry
314,fear
31421,sad
31461,sad
31526,sad
31535,neutral
31569,fear
31625,angry
31638,fear
31655,fear
3170,surprise
31738,sad
31782,fear
31821,fear
31855,fear
31860,sad
31866,sad
31903,fear
31916,angry
31940,sad
31954,neutral
31973,sad
31979,neutral
32076,angry
32097,fear
32103,fear
32180,sad
32279,surprise
32323,fear
32349,fear
32351,angry
32438,sad
32461,surprise
32463,sad
32485,angry
32507,sad
32551,sad
32569,fear
32619,neutral
32623,angry
32642,fear
32682,sad
32688,neutral
3269,fear
32692,sad
32696,fear
32758,fear
32766,sad
32799,fear
32829,sad
32876,sad
32879,surprise
32889,angry
32931,angry
32940,surprise
32941,neutral
32946,fear
3296,sad
3297,sad
32996,sad
33007,angry
33051,fear
33097,fear
3314,angry
33215,fear
33258,neutral
33299,fear
33358,angry
33390,sad
33410,angry
33419,fear
33440,fear
33490,neutral
33519,angry
33535,fear
33548,fear
33559,sad
33587,fear
33608,sad
33617,sad
33644,fear
33673,angry
33674,neutral
33701,fear
33718,neutral
33806,angry
33855,sad
3391,fear
33919,fear
33940,happy
340,fear
3402,fear
34024,fear
34063,sad
3409,angry
34097,fear
341,sad
34100,happy
34117,fear
34120,sad
34143,fear
34201,angry
34277,sad
34325,fear
34356,neutral
34382,fear
34396,fear
34415,sad
34462,fear
34465,fear
34522,happy
34545,fear
34613,sad
34656,surprise
34659,angry
34675,fear
3472,sad
34730,happy
34755,surprise
34878,surprise
34897,sad
34968,sad
34972,sad
35022,fear
35120,sad
35151,fear
35202,fear
35207,angry
35230,surprise
35238,surprise
35250,angry
35257,sad
35279,angry
35322,neutral
35334,fear
35362,sad
35363,fear
35394,neutral
35410,sad
35427,sad
35453,fear
35541,happy
35592,fear
35629,fear
3565,angry
35697,fear
35709,angry
3584,fear
35851,neutral
3601,surprise
3645,sad
365,angry
3709,neutral
3714,fear
3719,angry
3722,fear
3736,neutral
3739,sad
3742,neutral
3783,neutral
3785,sad
3836,fear
3837,neutral
3985,fear
4033,surprise
4040,sad
4064,fear
4098,angry
414,fear
418,neutral
4200,surprise
4217,sad
4234,neutral
4296,angry
4308,fear
4316,fear
4340,fear
4411,fear
4453,fear
4516,angry
452,happy
4523,fear
454,sad
4540,fear
4547,angry
460,sad
4650,surprise
4821,fear
483,sad
4858,fear
4901,happy
4917,neutral
4975,fear
4979,sad
4986,fear
500,sad
5023,sad
504,fear
507,surprise
5074,neutral
5097,happy
5117,angry
5184,fear
5222,happy
5253,surprise
5263,fear
5283,sad
5360,fear
538,sad
546,neutral
5472,sad
5514,neutral
5567,sad
5622,fear
5638,sad
5654,sad
5717,neutral
5736,surprise
5809,happy
5858,sad
5957,angry
5961,fear
5989,sad
5992,fear
6035,sad
6037,surprise
6054,sad
6059,angry
6062,angry
6064,fear
6091,fear
6106,neutral
6152,fear
6153,sad
6176,fear
6179,surprise
6214,angry
6311,angry
6345,sad
6346,happy
6366,surprise
6469,fear
6495,angry
6515,sad
6608,sad
6732,disgust
6747,surprise
6808,fear
6814,sad
6876,fear
689,fear
6902,happy
6909,fear
6973,fear
6988,fear
7027,angry
7038,fear
7102,angry
712,sad
7129,angry
7146,neutral
7150,angry
7158,sad
7182,surprise
7270,sad
7271,sad
729,sad
73,fear
7302,angry
7305,angry
7350,surprise
7394,angry
741,sad
7517,fear
7542,disgust
7580,angry
7681,fear
7684,neutral
7748,fear
7749,angry
7756,fear
7786,surprise
7819,sad
7846,sad
7875,angry
7894,sad
794,sad
7980,angry
8035,fear
8040,fear
8043,neutral
8067,fear
8119,fear
8163,neutral
8177,angry
8178,fear
8239,surprise
8350,fear
8433,angry
8454,sad
8474,angry
8481,sad
85,sad
8556,angry
859,happy
8611,sad
8637,fear
8645,fear
8672,fear
872,sad
8754,fear
8795,happy
8797,sad
8818,surprise
886,angry
9037,surprise
9040,fear
9101,fear
911,sad
9179,neutral
9205,fear
9232,neutral
9251,happy
9261,fear
9281,fear
9302,sad
9333,angry
9369,surprise
9370,angry
9474,neutral
949,angry
9602,neutral
9606,sad
9842,angry
9898,angry
10019,happy
10023,angry
10074,happy
10096,happy
10106,happy
10126,happy
10138,happy
10141,surprise
1020,sad
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,happy
10317,happy
10344,happy
10362,happy
10367,happy
10370,happy
10432,happy
10456,neutral
10467,happy
10468,sad
10480,happy
10528,happy
10540,happy
10552,happy
1056,fear
10571,surprise
1058,happy
10622,happy
10638,happy
10640,happy
10644,neutral
10647,sad
10683,happy
10703,happy
1074,happy
10770,happy
10773,happy
10792,happy
1081,happy
10811,happy
10841,happy
10879,angry
10903,happy
10935,happy
10956,happy
10992,happy
11019,happy
1111,happy
11150,happy
11208,happy
1121,happy
11236,happy
1130,angry
11345,happy
11349,happy
11392,happy
1141,happy
11500,happy
11508,happy
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,happy
11575,happy
11588,happy
1159,happy
11594,happy
11604,happy
11614,happy
11637,happy
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,happy
11785,happy
11793,happy
11808,happy
11814,happy
11819,happy
11835,fear
11842,happy
11850,neutral
11885,sad
11927,happy
12011,happy
1202,happy
12024,happy
12098,happy
12120,happy
12129,happy
12141,happy
12191,happy
12239,happy
12257,happy
12284,happy
12321,happy
12329,happy
12349,happy
12359,happy
12376,happy
12379,happy
12381,happy
12410,happy
1246,happy
12487,happy
12492,sad
12497,surprise
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,happy
12725,happy
12729,angry
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,angry
12951,happy
12956,happy
12957,happy
13037,surprise
13073,happy
1309,happy
13105,happy
13108,sad
13127,neutral
13139,happy
13151,happy
1316,happy
13204,happy
13228,happy
13283,happy
13317,neutral
13322,happy
1334,happy
13348,fear
13353,happy
13363,happy
13366,surprise
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
13615,neutral
13618,happy
13655,happy
13703,happy
13706,happy
13715,angry
13757,happy
13761,happy
13792,happy
13802,happy
1381,happy
13833,happy
13848,happy
13874,happy
13877,happy
139,happy
13911,happy
13912,happy
13925,happy
1395,sad
