id_img,label
14044,sad
14057,sad
14082,fear
1410,fear
14114,angry
14117,sad
14268,fear
1429,sad
14306,sad
1441,sad
14444,sad
14452,neutral
14509,angry
14529,fear
14551,surprise
14605,angry
14620,angry
14637,neutral
1465,happy
14722,sad
1474,fear
14744,sad
14747,neutral
14786,angry
14789,fear
148,angry
1485,surprise
14891,angry
14987,angry
15001,surprise
15012,sad
15040,fear
1506,angry
15088,sad
15134,fear
15191,sad
15198,angry
15260,fear
15268,angry
15279,sad
15280,fear
1534,angry
15503,happy
15539,neutral
15544,surprise
15578,sad
15615,surprise
15622,angry
15663,sad
15668,fear
15678,angry
1576,neutral
15778,neutral
15859,angry
15870,fear
15881,surprise
15921,fear
15950,angry
15984,fear
1599,neutral
15999,angry
16039,fear
1606,angry
16071,fear
16113,angry
16134,fear
16226,sad
16277,surprise
16318,fear
16330,fear
16346,surprise
16374,surprise
16395,sad
16429,sad
16440,surprise
16450,surprise
16486,fear
16489,angry
16501,angry
16503,sad
16523,neutral
16539,surprise
1654,sad
16559,angry
1657,neutral
1660,angry
16609,sad
16632,angry
16674,neutral
16775,surprise
16788,fear
16802,fear
16811,fear
16830,fear
16915,angry
16930,angry
16954,neutral
16977,neutral
16990,fear
17105,angry
17107,fear
17114,fear
17180,fear
17191,sad
17213,fear
17217,angry
1722,fear
17236,happy
1727,angry
17314,fear
17334,sad
17369,sad
17449,sad
17479,angry
17503,happy
17550,sad
17558,sad
1756,fear
17587,sad
17631,sad
17668,fear
17685,surprise
17707,sad
17710,fear
17762,neutral
17816,sad
17831,sad
17834,happy
17901,angry
17930,fear
17932,angry
17934,neutral
1796,sad
1799,neutral
18006,sad
18010,fear
18068,sad
18073,surprise
18104,fear
18106,happy
18108,surprise
18117,fear
18148,surprise
18203,neutral
18291,angry
18299,happy
18309,surprise
18317,sad
18325,angry
18336,fear
18364,neutral
1838,fear
18404,happy
18513,angry
18517,happy
18523,sad
18527,surprise
18542,fear
18569,angry
1857,angry
18574,angry
18641,happy
18713,sad
1873,surprise
18753,sad
18757,angry
18763,fear
18905,surprise
18908,fear
18911,surprise
18960,angry
18974,angry
18976,angry
18984,angry
19000,sad
19020,fear
19064,neutral
19089,fear
19119,sad
19188,surprise
19216,fear
19226,disgust
19235,surprise
19252,fear
1929,happy
19349,happy
1939,neutral
19454,neutral
19473,angry
19497,neutral
19559,angry
19599,angry
19612,sad
19644,angry
19682,angry
19740,angry
19754,sad
19810,sad
19841,angry
1986,fear
19888,angry
19896,angry
19897,neutral
19995,sad
200,happy
20037,fear
20058,happy
20062,happy
20083,fear
20135,angry
20194,angry
20214,sad
20265,happy
20337,neutral
20411,happy
20424,angry
20450,surprise
20461,fear
2047,angry
20476,angry
20495,sad
20508,surprise
20526,fear
20579,fear
20598,angry
20617,neutral
20715,sad
20831,neutral
20843,happy
20851,sad
20897,happy
20970,neutral
2098,angry
21,fear
21070,fear
21101,angry
21102,surprise
21227,surprise
21230,fear
21250,angry
21269,fear
21280,fear
21352,sad
21360,sad
21387,surprise
21420,sad
21464,sad
21499,fear
21500,fear
21556,surprise
21559,surprise
21598,surprise
21615,angry
21654,angry
21686,angry
21697,happy
2178,surprise
21833,fear
21858,fear
21877,angry
21946,surprise
21967,fear
22050,fear
22074,angry
22102,sad
22130,fear
22166,surprise
2226,fear
22326,neutral
22349,neutral
224,surprise
22458,happy
22485,sad
22520,surprise
22607,neutral
22640,fear
22662,angry
22756,sad
22791,happy
22827,surprise
22839,fear
22840,neutral
22917,neutral
22944,angry
22988,angry
22997,happy
23038,sad
23083,sad
23100,fear
23126,fear
23142,happy
23184,happy
23192,sad
23209,surprise
23260,fear
23305,surprise
23332,sad
23362,neutral
23368,surprise
23389,fear
23403,sad
23427,sad
23447,sad
23463,sad
23477,angry
23517,fear
23540,surprise
23561,fear
23566,fear
2357,angry
23718,surprise
23731,sad
23767,fear
23778,sad
2378,fear
23791,sad
2391,angry
24016,sad
24035,sad
24088,fear
24089,neutral
24131,neutral
2416,sad
24165,fear
24185,happy
24213,fear
24220,neutral
2426,neutral
24452,angry
24479,sad
24482,neutral
24539,neutral
24554,angry
24562,surprise
24579,happy
24621,fear
24625,happy
24694,fear
24721,sad
24753,fear
24763,surprise
24778,happy
24822,angry
24880,fear
24948,fear
24963,surprise
24978,sad
24991,sad
25045,angry
25046,fear
25061,sad
25074,surprise
25108,angry
25109,sad
25133,sad
25162,happy
25191,neutral
25202,sad
25220,sad
25242,sad
25247,sad
25298,happy
25306,neutral
25327,sad
25359,angry
25439,happy
25481,angry
25496,neutral
25555,neutral
25570,surprise
25577,sad
25590,sad
25605,angry
25621,fear
25638,sad
25647,disgust
25710,fear
258,neutral
25820,fear
25914,fear
2592,angry
2593,fear
26082,angry
26091,happy
26097,sad
26131,sad
26210,angry
26250,fear
26275,happy
26283,sad
26363,angry
26377,fear
26385,angry
26394,sad
264,sad
26402,fear
26409,surprise
2641,angry
26454,angry
26469,surprise
2651,fear
2657,fear
26582,neutral
26726,sad
2681,angry
26842,disgust
26895,neutral
26916,fear
26927,angry
26973,fear
26980,fear
270,fear
27006,fear
27077,sad
27094,sad
27098,surprise
27103,angry
27145,angry
27300,neutral
27308,angry
27359,angry
27363,sad
27369,sad
27488,sad
27503,angry
27509,sad
27591,sad
27635,sad
27709,neutral
27764,neutral
27772,sad
27806,sad
27846,sad
27868,fear
27889,surprise
2789,sad
27899,angry
27910,angry
27937,angry
28050,angry
28101,angry
28189,angry
28210,angry
28243,sad
28267,sad
28308,sad
28331,angry
28417,fear
28453,surprise
28503,surprise
28515,fear
28548,fear
2858,sad
2860,happy
28627,fear
28701,neutral
28704,surprise
28724,angry
28729,sad
28734,happy
28859,sad
29005,fear
29026,fear
29027,sad
29043,surprise
2906,fear
29068,angry
29126,angry
29152,fear
29219,sad
2927,surprise
29284,happy
29285,angry
29291,happy
29315,angry
29327,sad
29349,surprise
29389,angry
29478,neutral
29528,surprise
29536,sad
29603,fear
29629,angry
29674,angry
297,angry
29701,angry
29709,fear
29713,angry
29720,fear
29731,angry
29733,sad
29735,neutral
29738,neutral
29795,happy
29869,neutral
2987,angry
29871,angry
2988,surprise
29892,neutral
29912,neutral
29924,angry
29990,neutral
3000,surprise
30062,happy
30074,angry
30196,sad
30206,sad
30237,fear
30253,sad
30316,fear
30333,fear
3036,angry
30482,sad
30564,sad
3057,sad
30594,surprise
30638,sad
30735,angry
30774,fear
30798,neutral
3087,angry
30936,sad
31007,neutral
31105,angry
31107,happy
31116,surprise
3112,fear
31130,sad
31157,fear
31159,surprise
31188,fear
3124,sad
31286,fear
31330,fear
31341,angry
31357,surprise
31375,angry
31395,sad
31398,fear
314,sad
31421,sad
31461,neutral
31526,sad
31535,happy
31569,fear
31625,surprise
31638,sad
31655,sad
3170,surprise
31738,angry
31782,fear
31821,angry
31855,fear
31860,fear
31866,happy
31903,surprise
31916,fear
31940,sad
31954,sad
31973,angry
31979,sad
32076,angry
32097,sad
32103,fear
32180,sad
32279,surprise
32323,surprise
32349,surprise
32351,happy
32438,sad
32461,surprise
32463,neutral
32485,angry
32507,angry
32551,sad
32569,surprise
32619,neutral
32623,angry
32642,sad
32682,neutral
32688,sad
3269,fear
32692,sad
32696,surprise
32758,sad
32766,neutral
32799,fear
32829,sad
32876,angry
32879,fear
32889,angry
32931,fear
32940,surprise
32941,neutral
32946,angry
3296,angry
3297,sad
32996,angry
33007,happy
33051,sad
33097,fear
3314,fear
33215,fear
33258,sad
33299,fear
33358,fear
33390,happy
33410,angry
33419,fear
33440,surprise
33490,neutral
33519,angry
33535,angry
33548,sad
33559,neutral
33587,fear
33608,sad
33617,fear
33644,happy
33673,surprise
33674,happy
33701,sad
33718,sad
33806,angry
33855,sad
3391,fear
33919,fear
33940,angry
340,sad
3402,sad
34024,surprise
34063,sad
3409,angry
34097,sad
341,sad
34100,surprise
34117,fear
34120,happy
34143,angry
34201,fear
34277,neutral
34325,fear
34356,angry
34382,sad
34396,happy
34415,sad
34462,fear
34465,angry
34522,happy
34545,sad
34613,fear
34656,happy
34659,angry
34675,fear
3472,angry
34730,happy
34755,surprise
34878,surprise
34897,sad
34968,angry
34972,fear
35022,surprise
35120,fear
35151,fear
35202,angry
35207,happy
35230,surprise
35238,surprise
35250,fear
35257,sad
35279,angry
35322,sad
35334,sad
35362,angry
35363,sad
35394,surprise
35410,sad
35427,fear
35453,fear
35541,fear
35592,surprise
35629,fear
3565,angry
35697,fear
35709,angry
3584,angry
35851,neutral
3601,surprise
3645,sad
365,fear
3709,surprise
3714,angry
3719,fear
3722,surprise
3736,fear
3739,sad
3742,neutral
3783,neutral
3785,neutral
3836,happy
3837,neutral
3985,sad
4033,surprise
4040,fear
4064,sad
4098,neutral
414,fear
418,angry
4200,surprise
4217,neutral
4234,neutral
4296,angry
4308,fear
4316,surprise
4340,fear
4411,angry
4453,fear
4516,angry
452,happy
4523,fear
454,sad
4540,sad
4547,angry
460,fear
4650,surprise
4821,happy
483,sad
4858,surprise
4901,neutral
4917,neutral
4975,surprise
4979,angry
4986,surprise
500,sad
5023,neutral
504,sad
507,surprise
5074,neutral
5097,angry
5117,angry
5184,sad
5222,surprise
5253,surprise
5263,fear
5283,sad
5360,sad
538,angry
546,sad
5472,sad
5514,fear
5567,sad
5622,fear
5638,neutral
5654,sad
5717,angry
5736,surprise
5809,surprise
5858,sad
5957,angry
5961,sad
5989,happy
5992,fear
6035,neutral
6037,fear
6054,sad
6059,surprise
6062,angry
6064,surprise
6091,fear
6106,angry
6152,fear
6153,neutral
6176,angry
6179,neutral
6214,surprise
6311,angry
6345,neutral
6346,happy
6366,surprise
6469,angry
6495,angry
6515,angry
6608,sad
6732,angry
6747,neutral
6808,fear
6814,sad
6876,sad
689,fear
6902,happy
6909,fear
6973,fear
6988,fear
7027,sad
7038,surprise
7102,neutral
712,sad
7129,happy
7146,sad
7150,angry
7158,sad
7182,fear
7270,sad
7271,sad
729,surprise
73,fear
7302,surprise
7305,surprise
7350,surprise
7394,neutral
741,neutral
7517,angry
7542,surprise
7580,neutral
7681,surprise
7684,sad
7748,fear
7749,sad
7756,sad
7786,surprise
7819,sad
7846,sad
7875,sad
7894,angry
794,sad
7980,happy
8035,fear
8040,sad
8043,fear
8067,happy
8119,angry
8163,neutral
8177,happy
8178,sad
8239,happy
8350,fear
8433,angry
8454,neutral
8474,happy
8481,neutral
85,neutral
8556,angry
859,fear
8611,fear
8637,fear
8645,surprise
8672,sad
872,angry
8754,neutral
8795,happy
8797,sad
8818,surprise
886,angry
9037,surprise
9040,angry
9101,sad
911,angry
9179,neutral
9205,surprise
9232,fear
9251,fear
9261,angry
9281,sad
9302,sad
9333,surprise
9369,surprise
9370,angry
9474,happy
949,sad
9602,angry
9606,sad
9842,angry
9898,angry
10019,happy
10023,angry
10074,happy
10096,happy
10106,happy
10126,fear
10138,happy
10141,surprise
1020,happy
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,happy
10317,happy
10344,happy
10362,happy
10367,sad
10370,happy
10432,happy
10456,angry
10467,happy
10468,angry
10480,sad
10528,happy
10540,happy
10552,happy
1056,fear
10571,surprise
1058,happy
10622,happy
10638,neutral
10640,happy
10644,happy
10647,happy
10683,happy
10703,happy
1074,happy
10770,happy
10773,happy
10792,happy
1081,happy
10811,happy
10841,happy
10879,surprise
10903,happy
10935,fear
10956,happy
10992,happy
11019,happy
1111,happy
11150,happy
11208,happy
1121,happy
11236,neutral
1130,angry
11345,happy
11349,happy
11392,happy
1141,happy
11500,happy
11508,happy
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,happy
11575,happy
11588,neutral
1159,happy
11594,happy
11604,neutral
11614,happy
11637,neutral
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,neutral
11785,happy
11793,happy
11808,happy
11814,happy
11819,happy
11835,fear
11842,happy
11850,happy
11885,happy
11927,happy
12011,happy
1202,happy
12024,happy
12098,happy
12120,happy
12129,happy
12141,happy
12191,happy
12239,happy
12257,happy
12284,happy
12321,happy
12329,happy
12349,happy
12359,happy
12376,happy
12379,happy
12381,surprise
12410,happy
1246,happy
12487,happy
12492,angry
12497,surprise
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,angry
12725,happy
12729,sad
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,fear
13073,happy
1309,happy
13105,happy
13108,happy
13127,neutral
13139,happy
13151,happy
1316,happy
13204,happy
13228,happy
13283,happy
13317,sad
13322,happy
1334,happy
13348,happy
13353,happy
13363,happy
13366,happy
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
13615,angry
13618,happy
13655,happy
13703,happy
13706,happy
13715,happy
13757,happy
13761,neutral
